name,wikiLink,inCategory,addToThisList,listLink
Dirk Vanden,https://en.wikipedia.org/wiki/Dirk_Vanden,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jose Antonio Vargas,https://en.wikipedia.org/wiki/Jose_Antonio_Vargas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dan Vera,https://en.wikipedia.org/wiki/Dan_Vera,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bruce Vilanch,https://en.wikipedia.org/wiki/Bruce_Vilanch,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chuck Vincent (director),https://en.wikipedia.org/wiki/Chuck_Vincent_(director),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Matthew Vines,https://en.wikipedia.org/wiki/Matthew_Vines,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Donald Vining,https://en.wikipedia.org/wiki/Donald_Vining,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Werner Vordtriede,https://en.wikipedia.org/wiki/Werner_Vordtriede,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ocean Vuong,https://en.wikipedia.org/wiki/Ocean_Vuong,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mitchell L. Walker,https://en.wikipedia.org/wiki/Mitchell_L._Walker,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andy Warhol,https://en.wikipedia.org/wiki/Andy_Warhol,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Warner,https://en.wikipedia.org/wiki/Michael_Warner,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bryan Washington,https://en.wikipedia.org/wiki/Bryan_Washington,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Waters,https://en.wikipedia.org/wiki/John_Waters,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Weir (writer),https://en.wikipedia.org/wiki/John_Weir_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeff Weiss,https://en.wikipedia.org/wiki/Jeff_Weiss,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Glen Weldon,https://en.wikipedia.org/wiki/Glen_Weldon,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Glenway Wescott,https://en.wikipedia.org/wiki/Glenway_Wescott,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert Westfield,https://en.wikipedia.org/wiki/Robert_Westfield,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Corey Whaley,https://en.wikipedia.org/wiki/John_Corey_Whaley,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Armond White,https://en.wikipedia.org/wiki/Armond_White,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edmund White,https://en.wikipedia.org/wiki/Edmund_White,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James L. White (poet),https://en.wikipedia.org/wiki/James_L._White_(poet),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
LeRoy Whitfield,https://en.wikipedia.org/wiki/LeRoy_Whitfield,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
George Whitmore (writer),https://en.wikipedia.org/wiki/George_Whitmore_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeff Whitty,https://en.wikipedia.org/wiki/Jeff_Whitty,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Randy Wicker,https://en.wikipedia.org/wiki/Randy_Wicker,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Winston Wilde,https://en.wikipedia.org/wiki/Winston_Wilde,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Willhoite,https://en.wikipedia.org/wiki/Michael_Willhoite,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Pete Williams (journalist),https://en.wikipedia.org/wiki/Pete_Williams_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Phillip B. Williams,https://en.wikipedia.org/wiki/Phillip_B._Williams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tennessee Williams,https://en.wikipedia.org/wiki/Tennessee_Williams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Walter Lee Williams,https://en.wikipedia.org/wiki/Walter_Lee_Williams,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kevin Williamson (screenwriter),https://en.wikipedia.org/wiki/Kevin_Williamson_(screenwriter),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Doric Wilson,https://en.wikipedia.org/wiki/Doric_Wilson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Morgan Wilson,https://en.wikipedia.org/wiki/John_Morgan_Wilson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lanford Wilson,https://en.wikipedia.org/wiki/Lanford_Wilson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Martin Wilson (writer),https://en.wikipedia.org/wiki/Martin_Wilson_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert Wilson (director),https://en.wikipedia.org/wiki/Robert_Wilson_(director),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Donald Windham,https://en.wikipedia.org/wiki/Donald_Windham,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sherwin Wine,https://en.wikipedia.org/wiki/Sherwin_Wine,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lucian Wintrich,https://en.wikipedia.org/wiki/Lucian_Wintrich,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rex Wockner,https://en.wikipedia.org/wiki/Rex_Wockner,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Wojnarowicz,https://en.wikipedia.org/wiki/David_Wojnarowicz,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
George C. Wolfe,https://en.wikipedia.org/wiki/George_C._Wolfe,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Evan Wolfson,https://en.wikipedia.org/wiki/Evan_Wolfson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Norman Wong,https://en.wikipedia.org/wiki/Norman_Wong,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alex Woolfson,https://en.wikipedia.org/wiki/Alex_Woolfson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jack Wrangler,https://en.wikipedia.org/wiki/Jack_Wrangler,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Doug Wright,https://en.wikipedia.org/wiki/Doug_Wright,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
William Wright (author),https://en.wikipedia.org/wiki/William_Wright_(author),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Wunderlich,https://en.wikipedia.org/wiki/Mark_Wunderlich,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Stewart Wynne,https://en.wikipedia.org/wiki/John_Stewart_Wynne,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Emanuel Xavier,https://en.wikipedia.org/wiki/Emanuel_Xavier,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bowen Yang,https://en.wikipedia.org/wiki/Bowen_Yang,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bart Yates,https://en.wikipedia.org/wiki/Bart_Yates,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chay Yew,https://en.wikipedia.org/wiki/Chay_Yew,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeffrey Yohalem,https://en.wikipedia.org/wiki/Jeffrey_Yohalem,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Brian Yorkey,https://en.wikipedia.org/wiki/Brian_Yorkey,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kenji Yoshino,https://en.wikipedia.org/wiki/Kenji_Yoshino,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jaboukie Young-White,https://en.wikipedia.org/wiki/Jaboukie_Young-White,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Allen Young (writer),https://en.wikipedia.org/wiki/Allen_Young_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
C. Dale Young,https://en.wikipedia.org/wiki/C._Dale_Young,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Perry Deane Young,https://en.wikipedia.org/wiki/Perry_Deane_Young,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Craig Zadan,https://en.wikipedia.org/wiki/Craig_Zadan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Katya Zamolodchikova,https://en.wikipedia.org/wiki/Katya_Zamolodchikova,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andy Zeffer,https://en.wikipedia.org/wiki/Andy_Zeffer,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Cyd Zeigler,https://en.wikipedia.org/wiki/Cyd_Zeigler,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert D. Zimmerman,https://en.wikipedia.org/wiki/Robert_D._Zimmerman,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Richard Zubro,https://en.wikipedia.org/wiki/Mark_Richard_Zubro,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marco Berger,https://en.wikipedia.org/wiki/Marco_Berger,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leopoldo Brizuela,https://en.wikipedia.org/wiki/Leopoldo_Brizuela,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Blas Matamoro,https://en.wikipedia.org/wiki/Blas_Matamoro,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Néstor Osvaldo Perlongher,https://en.wikipedia.org/wiki/Néstor_Osvaldo_Perlongher,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Manuel Puig,https://en.wikipedia.org/wiki/Manuel_Puig,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Juan José Sebreli,https://en.wikipedia.org/wiki/Juan_José_Sebreli,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert Aldrich (historian),https://en.wikipedia.org/wiki/Robert_Aldrich_(historian),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tony Ayres,https://en.wikipedia.org/wiki/Tony_Ayres,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dallas John Baker,https://en.wikipedia.org/wiki/Dallas_John_Baker,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stuart Barnes (poet),https://en.wikipedia.org/wiki/Stuart_Barnes_(poet),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kester Berwick,https://en.wikipedia.org/wiki/Kester_Berwick,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Timothy Conigrave,https://en.wikipedia.org/wiki/Timothy_Conigrave,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Neal Drinnan,https://en.wikipedia.org/wiki/Neal_Drinnan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alasdair Duncan,https://en.wikipedia.org/wiki/Alasdair_Duncan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stephan Elliott,https://en.wikipedia.org/wiki/Stephan_Elliott,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sumner Locke Elliott,https://en.wikipedia.org/wiki/Sumner_Locke_Elliott,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nick Enright,https://en.wikipedia.org/wiki/Nick_Enright,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeremy Fisher (author),https://en.wikipedia.org/wiki/Jeremy_Fisher_(author),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Flint,https://en.wikipedia.org/wiki/David_Flint,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gerald Glaskin,https://en.wikipedia.org/wiki/Gerald_Glaskin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Gleeson,https://en.wikipedia.org/wiki/James_Gleeson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Michael Gurr,https://en.wikipedia.org/wiki/Michael_Gurr,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leigh Hobbs,https://en.wikipedia.org/wiki/Leigh_Hobbs,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John-Michael Howson,https://en.wikipedia.org/wiki/John-Michael_Howson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dmetri Kakmi,https://en.wikipedia.org/wiki/Dmetri_Kakmi,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Will Kostakis,https://en.wikipedia.org/wiki/Will_Kostakis,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Benjamin Law (writer),https://en.wikipedia.org/wiki/Benjamin_Law_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bevan Lee,https://en.wikipedia.org/wiki/Bevan_Lee,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Malouf,https://en.wikipedia.org/wiki/David_Malouf,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tommy Murphy (Australian playwright),https://en.wikipedia.org/wiki/Tommy_Murphy_(Australian_playwright),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Christopher Pearson (journalist),https://en.wikipedia.org/wiki/Christopher_Pearson_(journalist),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Peter Rose (poet),https://en.wikipedia.org/wiki/Peter_Rose_(poet),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Sale,https://en.wikipedia.org/wiki/David_Sale,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Robert Simms (politician),https://en.wikipedia.org/wiki/Robert_Simms_(politician),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
David Stevens (screenwriter),https://en.wikipedia.org/wiki/David_Stevens_(screenwriter),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Harold Stewart,https://en.wikipedia.org/wiki/Harold_Stewart,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Josh Thomas (comedian),https://en.wikipedia.org/wiki/Josh_Thomas_(comedian),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nigel Triffitt,https://en.wikipedia.org/wiki/Nigel_Triffitt,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Christos Tsiolkas,https://en.wikipedia.org/wiki/Christos_Tsiolkas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Patrick White,https://en.wikipedia.org/wiki/Patrick_White,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Fernando Grostein Andrade,https://en.wikipedia.org/wiki/Fernando_Grostein_Andrade,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lúcio Cardoso,https://en.wikipedia.org/wiki/Lúcio_Cardoso,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paulo Gustavo,https://en.wikipedia.org/wiki/Paulo_Gustavo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alexandre Vidal Porto,https://en.wikipedia.org/wiki/Alexandre_Vidal_Porto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
João Silvério Trevisan,https://en.wikipedia.org/wiki/João_Silvério_Trevisan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gilbert Adair,https://en.wikipedia.org/wiki/Gilbert_Adair,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
More Adey,https://en.wikipedia.org/wiki/More_Adey,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Andrew Adonis, Baron Adonis",https://en.wikipedia.org/wiki/Andrew_Adonis_Baron_Adonis,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nick Alexander (author),https://en.wikipedia.org/wiki/Nick_Alexander_(author),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
James Alison,https://en.wikipedia.org/wiki/James_Alison,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Simon Amstell,https://en.wikipedia.org/wiki/Simon_Amstell,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lindsay Anderson,https://en.wikipedia.org/wiki/Lindsay_Anderson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kwame Anthony Appiah,https://en.wikipedia.org/wiki/Kwame_Anthony_Appiah,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alistair Appleton,https://en.wikipedia.org/wiki/Alistair_Appleton,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
John Ash (writer),https://en.wikipedia.org/wiki/John_Ash_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dean Atta,https://en.wikipedia.org/wiki/Dean_Atta,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Sir Edmund Backhouse, 2nd Baronet",https://en.wikipedia.org/wiki/Sir_Edmund_Backhouse_2nd_Baronet,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paul Bailey (British writer),https://en.wikipedia.org/wiki/Paul_Bailey_(British_writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Simon Bailey (priest),https://en.wikipedia.org/wiki/Simon_Bailey_(priest),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
