name,wikiLink,inCategory,addToThisList,listLink
Piotr Odmieniec Włast,https://en.wikipedia.org/wiki/Piotr_Odmieniec_Włast,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eve Zaremba,https://en.wikipedia.org/wiki/Eve_Zaremba,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jerzy Zawieyski,https://en.wikipedia.org/wiki/Jerzy_Zawieyski,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Luisa Isabel Álvarez de Toledo, 21st Duchess of Medina Sidonia",https://en.wikipedia.org/wiki/Luisa_Isabel_Álvarez_de_Toledo_21st_Duchess_of_Medina_Sidonia,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eugénio de Andrade,https://en.wikipedia.org/wiki/Eugénio_de_Andrade,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Al Berto,https://en.wikipedia.org/wiki/Al_Berto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
António Botto,https://en.wikipedia.org/wiki/António_Botto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Carlos Lobo de Ávila,https://en.wikipedia.org/wiki/Carlos_Lobo_de_Ávila,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Maria da Cunha,https://en.wikipedia.org/wiki/Maria_da_Cunha,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alice Moderno,https://en.wikipedia.org/wiki/Alice_Moderno,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Francisco Correa Netto,https://en.wikipedia.org/wiki/Francisco_Correa_Netto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eduardo Pitta,https://en.wikipedia.org/wiki/Eduardo_Pitta,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Virgínia Quaresma,https://en.wikipedia.org/wiki/Virgínia_Quaresma,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
João Pedro Rodrigues,https://en.wikipedia.org/wiki/João_Pedro_Rodrigues,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ary dos Santos,https://en.wikipedia.org/wiki/Ary_dos_Santos,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Judite Teixeira,https://en.wikipedia.org/wiki/Judite_Teixeira,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mário Cesariny de Vasconcelos,https://en.wikipedia.org/wiki/Mário_Cesariny_de_Vasconcelos,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ana Zanatti,https://en.wikipedia.org/wiki/Ana_Zanatti,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Richard Zimler,https://en.wikipedia.org/wiki/Richard_Zimler,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alexandru Bogdan-Pitești,https://en.wikipedia.org/wiki/Alexandru_Bogdan-Pitești,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Claymoor (Mișu Văcărescu),https://en.wikipedia.org/wiki/Claymoor_(Mișu_Văcărescu),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Amos Guttman,https://en.wikipedia.org/wiki/Amos_Guttman,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ion Negoițescu,https://en.wikipedia.org/wiki/Ion_Negoițescu,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Anna Elisabet Weirauch,https://en.wikipedia.org/wiki/Anna_Elisabet_Weirauch,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nikolay Alexeyev,https://en.wikipedia.org/wiki/Nikolay_Alexeyev,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Concordia Antarova,https://en.wikipedia.org/wiki/Concordia_Antarova,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Vera Gedroits,https://en.wikipedia.org/wiki/Vera_Gedroits,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Masha Gessen,https://en.wikipedia.org/wiki/Masha_Gessen,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ryurik Ivnev,https://en.wikipedia.org/wiki/Ryurik_Ivnev,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Boris Kochno,https://en.wikipedia.org/wiki/Boris_Kochno,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Grand Duke Konstantin Konstantinovich of Russia,https://en.wikipedia.org/wiki/Grand_Duke_Konstantin_Konstantinovich_of_Russia,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Vladimir Meshchersky,https://en.wikipedia.org/wiki/Vladimir_Meshchersky,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Slava Mogutin,https://en.wikipedia.org/wiki/Slava_Mogutin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sophia Parnok,https://en.wikipedia.org/wiki/Sophia_Parnok,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Valeriy Pecheykin,https://en.wikipedia.org/wiki/Valeriy_Pecheykin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Margarita Sharapova,https://en.wikipedia.org/wiki/Margarita_Sharapova,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sergey Sosedov,https://en.wikipedia.org/wiki/Sergey_Sosedov,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Modest Ilyich Tchaikovsky,https://en.wikipedia.org/wiki/Modest_Ilyich_Tchaikovsky,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sergey Uvarov,https://en.wikipedia.org/wiki/Sergey_Uvarov,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Filipp Vigel,https://en.wikipedia.org/wiki/Filipp_Vigel,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Anna Yevreinova,https://en.wikipedia.org/wiki/Anna_Yevreinova,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lydia Zinovieva-Annibal,https://en.wikipedia.org/wiki/Lydia_Zinovieva-Annibal,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Aleksey Apukhtin,https://en.wikipedia.org/wiki/Aleksey_Apukhtin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leonid Kannegisser,https://en.wikipedia.org/wiki/Leonid_Kannegisser,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Yevgeny Kharitonov (poet),https://en.wikipedia.org/wiki/Yevgeny_Kharitonov_(poet),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nikolai Klyuev,https://en.wikipedia.org/wiki/Nikolai_Klyuev,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dmitry Kuzmin,https://en.wikipedia.org/wiki/Dmitry_Kuzmin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mikhail Kuzmin,https://en.wikipedia.org/wiki/Mikhail_Kuzmin,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Sergey Nabokov,https://en.wikipedia.org/wiki/Sergey_Nabokov,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marina Tsvetaeva,https://en.wikipedia.org/wiki/Marina_Tsvetaeva,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Yury Yurkun,https://en.wikipedia.org/wiki/Yury_Yurkun,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Loretta Chen,https://en.wikipedia.org/wiki/Loretta_Chen,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tania De Rozario,https://en.wikipedia.org/wiki/Tania_De_Rozario,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Amanda Lee Koe,https://en.wikipedia.org/wiki/Amanda_Lee_Koe,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lydia Kwa,https://en.wikipedia.org/wiki/Lydia_Kwa,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ng Yi Sheng,https://en.wikipedia.org/wiki/Ng_Yi_Sheng,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Roy Ngerng,https://en.wikipedia.org/wiki/Roy_Ngerng,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Zing Tsjeng,https://en.wikipedia.org/wiki/Zing_Tsjeng,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Cyril Wong,https://en.wikipedia.org/wiki/Cyril_Wong,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Neon Yang,https://en.wikipedia.org/wiki/Neon_Yang,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Arthur Yap,https://en.wikipedia.org/wiki/Arthur_Yap,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Chay Yew,https://en.wikipedia.org/wiki/Chay_Yew,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ovidia Yu,https://en.wikipedia.org/wiki/Ovidia_Yu,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tatamkhulu Afrika,https://en.wikipedia.org/wiki/Tatamkhulu_Afrika,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Hennie Aucamp,https://en.wikipedia.org/wiki/Hennie_Aucamp,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Behr,https://en.wikipedia.org/wiki/Mark_Behr,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Edwin Cameron,https://en.wikipedia.org/wiki/Edwin_Cameron,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Johann de Lange,https://en.wikipedia.org/wiki/Johann_de_Lange,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
I. D. du Plessis,https://en.wikipedia.org/wiki/I._D._du_Plessis,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Damon Galgut,https://en.wikipedia.org/wiki/Damon_Galgut,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Gevisser,https://en.wikipedia.org/wiki/Mark_Gevisser,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Stephen Gray (writer),https://en.wikipedia.org/wiki/Stephen_Gray_(writer),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Joan Hambidge,https://en.wikipedia.org/wiki/Joan_Hambidge,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Oliver Hermanus,https://en.wikipedia.org/wiki/Oliver_Hermanus,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Emma Huismans,https://en.wikipedia.org/wiki/Emma_Huismans,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Johannes Kerkorrel,https://en.wikipedia.org/wiki/Johannes_Kerkorrel,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Richard Mason (novelist, born 1977)",https://en.wikipedia.org/wiki/Richard_Mason_(novelist_born_1977),LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Dee McLachlan,https://en.wikipedia.org/wiki/Dee_McLachlan,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Nakhane,https://en.wikipedia.org/wiki/Nakhane,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Graham Payn,https://en.wikipedia.org/wiki/Graham_Payn,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Tony Peake,https://en.wikipedia.org/wiki/Tony_Peake,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
William Plomer,https://en.wikipedia.org/wiki/William_Plomer,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Koleka Putuma,https://en.wikipedia.org/wiki/Koleka_Putuma,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mary Renault,https://en.wikipedia.org/wiki/Mary_Renault,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Glen Retief,https://en.wikipedia.org/wiki/Glen_Retief,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Richard Rive,https://en.wikipedia.org/wiki/Richard_Rive,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Antony Sher,https://en.wikipedia.org/wiki/Antony_Sher,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jonny Steinberg,https://en.wikipedia.org/wiki/Jonny_Steinberg,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ernst van Heerden,https://en.wikipedia.org/wiki/Ernst_van_Heerden,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marlene van Niekerk,https://en.wikipedia.org/wiki/Marlene_van_Niekerk,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jeong Yol,https://en.wikipedia.org/wiki/Jeong_Yol,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Hansol Jung,https://en.wikipedia.org/wiki/Hansol_Jung,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Kim-Jho Gwangsoo,https://en.wikipedia.org/wiki/Kim-Jho_Gwangsoo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
R. O. Kwon,https://en.wikipedia.org/wiki/R._O._Kwon,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lee Hae-young,https://en.wikipedia.org/wiki/Lee_Hae-young,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Yun Hyon-seok,https://en.wikipedia.org/wiki/Yun_Hyon-seok,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Pedro Almodóvar,https://en.wikipedia.org/wiki/Pedro_Almodóvar,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Luisa Isabel Álvarez de Toledo, 21st Duchess of Medina Sidonia",https://en.wikipedia.org/wiki/Luisa_Isabel_Álvarez_de_Toledo_21st_Duchess_of_Medina_Sidonia,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Alejandro Amenábar,https://en.wikipedia.org/wiki/Alejandro_Amenábar,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gretel Ammann,https://en.wikipedia.org/wiki/Gretel_Ammann,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Marta Balletbò-Coll,https://en.wikipedia.org/wiki/Marta_Balletbò-Coll,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Francisco Brines,https://en.wikipedia.org/wiki/Francisco_Brines,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Carmen Conde,https://en.wikipedia.org/wiki/Carmen_Conde,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Isabel Franc,https://en.wikipedia.org/wiki/Isabel_Franc,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Antonio Gala,https://en.wikipedia.org/wiki/Antonio_Gala,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Coral Herrera,https://en.wikipedia.org/wiki/Coral_Herrera,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Màxim Huerta,https://en.wikipedia.org/wiki/Màxim_Huerta,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Amanda Junquera Butler,https://en.wikipedia.org/wiki/Amanda_Junquera_Butler,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Roberta Marrero,https://en.wikipedia.org/wiki/Roberta_Marrero,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ana María Moix,https://en.wikipedia.org/wiki/Ana_María_Moix,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Elisabeth Mulder,https://en.wikipedia.org/wiki/Elisabeth_Mulder,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Cristina Peri Rossi,https://en.wikipedia.org/wiki/Cristina_Peri_Rossi,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Irene Polo,https://en.wikipedia.org/wiki/Irene_Polo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paul B. Preciado,https://en.wikipedia.org/wiki/Paul_B._Preciado,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Lucía Sánchez Saornil,https://en.wikipedia.org/wiki/Lucía_Sánchez_Saornil,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jorge Javier Vázquez,https://en.wikipedia.org/wiki/Jorge_Javier_Vázquez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Valeria Vegas,https://en.wikipedia.org/wiki/Valeria_Vegas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
La Veneno,https://en.wikipedia.org/wiki/La_Veneno,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
"Juan de Tassis, 2nd Count of Villamediana",https://en.wikipedia.org/wiki/Juan_de_Tassis_2nd_Count_of_Villamediana,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Leopoldo Alas Mínguez,https://en.wikipedia.org/wiki/Leopoldo_Alas_Mínguez,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Luis Alegre Zahonero,https://en.wikipedia.org/wiki/Luis_Alegre_Zahonero,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jacinto Benavente,https://en.wikipedia.org/wiki/Jacinto_Benavente,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eduardo Blanco Amor,https://en.wikipedia.org/wiki/Eduardo_Blanco_Amor,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Roberto F. Canuto,https://en.wikipedia.org/wiki/Roberto_F._Canuto,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Luis Cernuda,https://en.wikipedia.org/wiki/Luis_Cernuda,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rafael Chirbes,https://en.wikipedia.org/wiki/Rafael_Chirbes,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Luis Escobar Kirkpatrick,https://en.wikipedia.org/wiki/Luis_Escobar_Kirkpatrick,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Óscar Esquivias,https://en.wikipedia.org/wiki/Óscar_Esquivias,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Armand de Fluvià,https://en.wikipedia.org/wiki/Armand_de_Fluvià,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Federico García Lorca,https://en.wikipedia.org/wiki/Federico_García_Lorca,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jaime Gil de Biedma,https://en.wikipedia.org/wiki/Jaime_Gil_de_Biedma,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Agustín Gómez-Arcos,https://en.wikipedia.org/wiki/Agustín_Gómez-Arcos,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Eloy de la Iglesia,https://en.wikipedia.org/wiki/Eloy_de_la_Iglesia,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Boris Izaguirre,https://en.wikipedia.org/wiki/Boris_Izaguirre,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
José María Marco,https://en.wikipedia.org/wiki/José_María_Marco,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Gabriel J. Martín,https://en.wikipedia.org/wiki/Gabriel_J._Martín,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
José María Mendiluce,https://en.wikipedia.org/wiki/José_María_Mendiluce,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Terenci Moix,https://en.wikipedia.org/wiki/Terenci_Moix,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Vicente Molina Foix,https://en.wikipedia.org/wiki/Vicente_Molina_Foix,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Álvaro Pombo,https://en.wikipedia.org/wiki/Álvaro_Pombo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Juan Ramírez de Lucas,https://en.wikipedia.org/wiki/Juan_Ramírez_de_Lucas,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Miss Shangay Lily,https://en.wikipedia.org/wiki/Miss_Shangay_Lily,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Paco Vidarte,https://en.wikipedia.org/wiki/Paco_Vidarte,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Agustí Villaronga,https://en.wikipedia.org/wiki/Agustí_Villaronga,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mónica Carrillo,https://en.wikipedia.org/wiki/Mónica_Carrillo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Rafael Chirbes,https://en.wikipedia.org/wiki/Rafael_Chirbes,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Óscar Esquivias,https://en.wikipedia.org/wiki/Óscar_Esquivias,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Isabel Franc,https://en.wikipedia.org/wiki/Isabel_Franc,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Agustín Gómez-Arcos,https://en.wikipedia.org/wiki/Agustín_Gómez-Arcos,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Juan Goytisolo,https://en.wikipedia.org/wiki/Juan_Goytisolo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Vicente Molina Foix,https://en.wikipedia.org/wiki/Vicente_Molina_Foix,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Álvaro Pombo,https://en.wikipedia.org/wiki/Álvaro_Pombo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Vicente Aleixandre,https://en.wikipedia.org/wiki/Vicente_Aleixandre,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Luis Cernuda,https://en.wikipedia.org/wiki/Luis_Cernuda,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Óscar Esquivias,https://en.wikipedia.org/wiki/Óscar_Esquivias,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Federico García Lorca,https://en.wikipedia.org/wiki/Federico_García_Lorca,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jaime Gil de Biedma,https://en.wikipedia.org/wiki/Jaime_Gil_de_Biedma,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Juan Goytisolo,https://en.wikipedia.org/wiki/Juan_Goytisolo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Álvaro Pombo,https://en.wikipedia.org/wiki/Álvaro_Pombo,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Ester Martin Bergsmark,https://en.wikipedia.org/wiki/Ester_Martin_Bergsmark,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Karin Boye,https://en.wikipedia.org/wiki/Karin_Boye,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Andreas Bruce,https://en.wikipedia.org/wiki/Andreas_Bruce,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Fredrik Eklund,https://en.wikipedia.org/wiki/Fredrik_Eklund,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Jonas Gardell,https://en.wikipedia.org/wiki/Jonas_Gardell,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Clara Henry,https://en.wikipedia.org/wiki/Clara_Henry,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Klara Johanson,https://en.wikipedia.org/wiki/Klara_Johanson,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Selma Lagerlöf,https://en.wikipedia.org/wiki/Selma_Lagerlöf,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Mark Levengood,https://en.wikipedia.org/wiki/Mark_Levengood,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
Bengt Lidforss,https://en.wikipedia.org/wiki/Bengt_Lidforss,LGBT writers,List of LGBT writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
